County Name,"One-Unit
Limit","Two-Unit
Limit","Three-Unit
Limit","Four-Unit
Limit"
TELLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WELD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
YUMA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FAIRFIELD COUNTY,"$695,750 ","$890,700 ","$1,076,650 ","$1,338,000 "
HARTFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LITCHFIELD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MIDDLESEX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEW HAVEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEW LONDON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TOLLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WINDHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KENT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEW CASTLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SUSSEX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DISTRICT OF COLUMBIA,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
ALACHUA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BAKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRADFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BREVARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROWARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALHOUN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHARLOTTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CITRUS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLLIER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLUMBIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DESOTO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DIXIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DUVAL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ESCAMBIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FLAGLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GADSDEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GILCHRIST COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GLADES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GULF COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAMILTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARDEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HENDRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HERNANDO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HIGHLANDS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HILLSBOROUGH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOLMES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
INDIAN RIVER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JACKSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAFAYETTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEVY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIBERTY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MANATEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARTIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MIAMI-DADE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONROE COUNTY,"$710,700 ","$909,800 ","$1,099,750 ","$1,366,750 "
NASSAU COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OKALOOSA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OKEECHOBEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ORANGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OSCEOLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PALM BEACH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PASCO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PINELLAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POLK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PUTNAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. JOHNS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ST. LUCIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SANTA ROSA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SARASOTA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SEMINOLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SUMTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SUWANNEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TAYLOR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UNION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VOLUSIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WAKULLA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WALTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
APPLING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ATKINSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BACON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BAKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BALDWIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BANKS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BARROW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BARTOW COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BEN HILL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BERRIEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BIBB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BLECKLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRANTLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROOKS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BRYAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BULLOCH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BURKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BUTTS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALHOUN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAMDEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CANDLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARROLL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CATOOSA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHARLTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHATHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHATTAHOOCHEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHATTOOGA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHEROKEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLARKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAYTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLINCH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COBB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COFFEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLQUITT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLUMBIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COOK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COWETA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CRAWFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CRISP COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DADE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DAWSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DECATUR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DEKALB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DODGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DOOLY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DOUGHERTY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DOUGLAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EARLY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ECHOLS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EFFINGHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ELBERT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EMANUEL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
EVANS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FANNIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FAYETTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FLOYD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FORSYTH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FULTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GILMER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GLASCOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GLYNN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GORDON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GRADY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GREENE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GWINNETT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HABERSHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HANCOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARALSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HARRIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HART COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HEARD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HENRY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HOUSTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
IRWIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JACKSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JASPER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFF DAVIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JENKINS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JOHNSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JONES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAMAR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LANIER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LAURENS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LIBERTY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LONG COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LOWNDES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LUMPKIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCDUFFIE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MCINTOSH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MACON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MARION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MERIWETHER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MILLER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MITCHELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONROE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MONTGOMERY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MORGAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MURRAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MUSCOGEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEWTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OCONEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OGLETHORPE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PAULDING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PEACH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PICKENS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PIERCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PIKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POLK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PULASKI COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PUTNAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
QUITMAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RABUN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RANDOLPH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
RICHMOND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ROCKDALE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCHLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SCREVEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SEMINOLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SPALDING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STEPHENS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
STEWART COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SUMTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TALBOT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TALIAFERRO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TATTNALL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TAYLOR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TELFAIR COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TERRELL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
THOMAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TIFT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TOOMBS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TOWNS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TREUTLEN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TROUP COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TURNER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TWIGGS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UNION COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
UPSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WALKER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WALTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WARE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WARREN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WAYNE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WEBSTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHEELER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHITE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WHITFIELD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILCOX COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILKES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WILKINSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WORTH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
HAWAII COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
HONOLULU COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
KALAWAO COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
KAUAI COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
MAUI COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
ADA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ADAMS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BANNOCK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BEAR LAKE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BENEWAH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BINGHAM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BLAINE COUNTY,"$648,600 ","$830,300 ","$1,003,650 ","$1,247,300 "
BOISE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BONNER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BONNEVILLE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOUNDARY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BUTTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CAMAS COUNTY,"$648,600 ","$830,300 ","$1,003,650 ","$1,247,300 "
CANYON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARIBOU COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASSIA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLARK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLEARWATER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CUSTER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ELMORE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FRANKLIN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
FREMONT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GEM COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
GOODING COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
IDAHO COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEFFERSON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
JEROME COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
KOOTENAI COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LATAH COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEMHI COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LEWIS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
LINCOLN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MADISON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
MINIDOKA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
NEZ PERCE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ONEIDA COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
OWYHEE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
PAYETTE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
POWER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
SHOSHONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
TETON COUNTY,"$970,800 ","$1,243,050 ","$1,502,475 ","$1,867,275 "
TWIN FALLS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
VALLEY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
WASHINGTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ADAMS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
ALEXANDER COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BOONE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BROWN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
BUREAU COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CALHOUN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CARROLL COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CASS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHAMPAIGN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CHRISTIAN COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLARK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLAY COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CLINTON COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COLES COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
COOK COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CRAWFORD COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
CUMBERLAND COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DEKALB COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DE WITT COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DOUGLAS COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
DUPAGE COUNTY,"$647,200 ","$828,700 ","$1,001,650 ","$1,244,850 "
